"","word1","word2","n","p","p1","p2","p_together"
"72","told","told",270,0.00101314461326019,0.00212308761274882,0.00212308761274882,224.76858256851
"73","working","working",265,0.000994382675977591,0.00196868124091254,0.00196868124091254,256.568150428585
"74","five","five",258,0.000968115963781956,0.00174993888081115,0.00174993888081115,316.141580640128
"75","find","find",258,0.000968115963781956,0.00187861085734138,0.00187861085734138,274.317633492203
"76","mean","mean",258,0.000968115963781956,0.00217455640336091,0.00217455640336091,204.732140874612
"77","call","call",252,0.000945601639042841,0.00190434525264743,0.00190434525264743,260.745511462101
"78","twenty","twenty",251,0.000941849251586322,0.00178854047377022,0.00178854047377022,294.431215654307
"79","give","give",250,0.000938096864129803,0.00178854047377022,0.00178854047377022,293.258182922616
"80","talking","talking",249,0.000934344476673283,0.00180140767142324,0.00180140767142324,287.927407491779
"81","help","help",246,0.000923087314303726,0.00186574365968836,0.00186574365968836,265.178820005322
"82","this","this",244,0.000915582539390687,0.00162126690428092,0.00162126690428092,348.328064990799
"83","able","able",243,0.000911830151934168,0.00181427486907626,0.00181427486907626,277.017866022078
"84","parents","parents",243,0.000911830151934168,0.00190434525264743,0.00190434525264743,251.433171767026
"85","state","state",243,0.000911830151934168,0.00173707168315813,0.00173707168315813,302.188872119886
"86","care","care",241,0.00090432537702113,0.00180140767142324,0.00180140767142324,278.676727733007
"87","part","part",240,0.00090057298956461,0.0018914780549944,0.0018914780549944,251.719177109443
"88","feel","feel",237,0.000889315827195053,0.00176280607846417,0.00176280607846417,286.185049919067
"89","maybe","maybe",236,0.000885563439738534,0.00169847009019906,0.00169847009019906,306.975610452364
"90","four","four",231,0.000866801502455938,0.00156979811366882,0.00156979811366882,351.748334417968
"91","days","days",223,0.000836782402803784,0.00167273569489301,0.00167273569489301,299.059697408586
"92","what","what",223,0.000836782402803784,0.00150546212540371,0.00150546212540371,369.209502973563
"93","actually","actually",222,0.000833030015347265,0.00176280607846417,0.00176280607846417,268.072072076089
"94","night","night",221,0.000829277627890745,0.00165986849723999,0.00165986849723999,300.990358475279
"95","group","group",221,0.000829277627890745,0.00162126690428092,0.00162126690428092,315.493862143305
"96","drugs","drugs",220,0.000825525240434226,0.00164700129958696,0.00164700129958696,304.328392943001
"97","also","also",218,0.000818020465521188,0.00176280607846417,0.00176280607846417,263.241944651294
"98","remember","remember",216,0.000810515690608149,0.00178854047377022,0.00178854047377022,253.37507004514
"99","couple","couple",216,0.000810515690608149,0.00153119652070975,0.00153119652070975,345.700143234387
"100","here","here",214,0.000803010915695111,0.00144112613713859,0.00144112613713859,386.649505542425
"101","whole","whole",211,0.000791753753325553,0.00153119652070975,0.00153119652070975,337.697825103962
"102","every","every",211,0.000791753753325553,0.00156979811366882,0.00156979811366882,321.293933169659
"103","wasn","wasn",210,0.000788001365869034,0.00158266531132185,0.00158266531132185,314.59281749542
"104","everything","everything",210,0.000788001365869034,0.00162126690428092,0.00162126690428092,299.790547737982
"105","pretty","pretty",210,0.000788001365869034,0.00149259492775069,0.00149259492775069,353.706505342465
"106","place","place",208,0.000780496590955996,0.00159553250897487,0.00159553250897487,306.591207405712
"107","okay","okay",206,0.000772991816042957,0.00171133728785208,0.00171133728785208,263.939062369396
"108","somebody","somebody",205,0.000769239428586438,0.00147972773009766,0.00147972773009766,351.315985545804
"109","start","start",204,0.000765487041129919,0.00147972773009766,0.00147972773009766,349.602249030946
"110","worked","worked",202,0.00075798226621688,0.00163413410193394,0.00163413410193394,283.84657527536
"111","many","many",201,0.000754229878760361,0.00146686053244464,0.00146686053244464,350.530720776184
"112","friends","friends",199,0.000746725103847323,0.00159553250897487,0.00159553250897487,293.325241700657
"113","moved","moved",199,0.000746725103847323,0.00154406371836278,0.00154406371836278,313.206174749257
"114","another","another",198,0.000742972716390804,0.00146686053244464,0.00146686053244464,345.298918973554
"115","done","done",198,0.000742972716390804,0.0015569309160158,0.0015569309160158,306.502612593423
"116","sure","sure",196,0.000735467941477765,0.00147972773009766,0.00147972773009766,335.892356912085
"117","ever","ever",193,0.000724210779108208,0.00135105575356743,0.00135105575356743,396.751376320667
"118","found","found",190,0.00071295361673865,0.00141539174183255,0.00141539174183255,355.883589066808
"119","together","together",189,0.000709201229282131,0.00149259492775069,0.00149259492775069,318.335854808218
"120","sober","sober",188,0.000705448841825612,0.00129958696295534,0.00129958696295534,417.690726094539
"121","living","living",188,0.000705448841825612,0.00140252454417952,0.00140252454417952,358.628322270044
"122","stay","stay",186,0.000697944066912573,0.00132532135826138,0.00132532135826138,397.354582531097
"123","they","they",186,0.000697944066912573,0.00135105575356743,0.00135105575356743,382.361430029244
"124","took","took",185,0.000694191679456054,0.00144112613713859,0.00144112613713859,334.253077221255
"125","look","look",185,0.000694191679456054,0.00145399333479162,0.00145399333479162,328.363270472506
"126","made","made",182,0.000682934517086496,0.00133818855591441,0.00133818855591441,381.36816793976
"127","coming","coming",181,0.000679182129629977,0.00123525097469022,0.00123525097469022,445.118699981278
"128","community","community",181,0.000679182129629977,0.00137679014887348,0.00137679014887348,358.303252600878
"129","someone","someone",181,0.000679182129629977,0.00129958696295534,0.00129958696295534,402.138411825062
"130","alex","alex",181,0.000679182129629977,0.00141539174183255,0.00141539174183255,339.02594537417
"131","next","next",177,0.0006641725798039,0.00140252454417952,0.00140252454417952,337.644750222329
"132","money","money",176,0.000660420192347381,0.00132532135826138,0.00132532135826138,375.991432932651
"133","half","half",174,0.000652915417434343,0.00120951657938418,0.00120951657938418,446.306561924459
"134","last","last",173,0.000649163029977823,0.00120951657938418,0.00120951657938418,443.741581683513
"135","alcohol","alcohol",173,0.000649163029977823,0.00128671976530231,0.00128671976530231,392.090061575553
"136","methadone","methadone",172,0.000645410642521304,0.00131245416060836,0.00131245416060836,374.686317795707
"137","experience","experience",171,0.000641658255064785,0.00126098536999627,0.00126098536999627,403.537305803576
"138","enough","enough",170,0.000637905867608266,0.00124811817234325,0.00124811817234325,409.491775909082
"139","mental","mental",170,0.000637905867608266,0.00114518059111906,0.00114518059111906,486.416881647336
"140","months","months",169,0.000634153480151747,0.00131245416060836,0.00131245416060836,368.151091322526
"141","later","later",164,0.000615391542869151,0.00126098536999627,0.00126098536999627,387.018234805769
"142","whatever","whatever",163,0.000611639155412631,0.00131245416060836,0.00131245416060836,355.080638376164
"143","saying","saying",162,0.000607886767956112,0.00114518059111906,0.00114518059111906,463.526675452168
"144","week","week",161,0.000604134380499593,0.0012223837770372,0.0012223837770372,404.313643307216
"145","away","away",161,0.000604134380499593,0.00127385256764929,0.00127385256764929,372.301870303808
"146","recovery","recovery",161,0.000604134380499593,0.0012223837770372,0.0012223837770372,404.313643307216
"147","used","used",161,0.000604134380499593,0.00124811817234325,0.00124811817234325,387.812799537424
"148","phone","phone",159,0.000596629605586554,0.00118378218407813,0.00118378218407813,425.75641540993
"149","mother","mother",158,0.000592877218130035,0.00123525097469022,0.00123525097469022,388.556655232276
"150","county","county",155,0.000581620055760478,0.00110657899815999,0.00110657899815999,474.979129041871
"151","times","times",154,0.000577867668303958,0.00120951657938418,0.00120951657938418,395.006957105555
"152","deal","deal",153,0.000574115280847439,0.00117091498642511,0.00117091498642511,418.743787897077
"153","ryan","ryan",152,0.00057036289339092,0.00114518059111906,0.00114518059111906,434.913917708206
"154","happened","happened",151,0.000566610505934401,0.00124811817234325,0.00124811817234325,363.725048013361
"155","substance","substance",151,0.000566610505934401,0.0010551102075479,0.0010551102075479,508.966236876519
"156","hard","hard",149,0.000559105731021362,0.00109371180050697,0.00109371180050697,467.3993973619
"157","support","support",148,0.000555353343564843,0.00104224300989488,0.00104224300989488,511.24774889967
"158","felt","felt",146,0.000547848568651805,0.00104224300989488,0.00104224300989488,504.338995536161
"159","else","else",146,0.000547848568651805,0.00113231339346604,0.00113231339346604,427.294440820345
"160","college","college",145,0.000544096181195286,0.00111944619581301,0.00111944619581301,434.179413965354
"161","change","change",142,0.000532839018825728,0.00106797740520092,0.00106797740520092,467.166713322222
"162","problem","problem",141,0.000529086631369209,0.00115804778877208,0.00115804778877208,394.524360823185
"163","keep","keep",141,0.000529086631369209,0.000977907021629759,0.000977907021629759,553.263040628081
"164","harm","harm",141,0.000529086631369209,0.000952172626323713,0.000952172626323713,583.573287558035
"165","services","services",139,0.00052158185645617,0.00100364141693581,0.00100364141693581,517.803910560456
"166","guys","guys",136,0.000510324694086613,0.000990774219282783,0.000990774219282783,519.872912063221
"167","older","older",135,0.000506572306630093,0.00106797740520092,0.00106797740520092,444.137368299296
"168","live","live",135,0.000506572306630093,0.000990774219282783,0.000990774219282783,516.05031712158
"169","might","might",134,0.000502819919173574,0.000977907021629759,0.000977907021629759,525.796081164276
"170","open","open",134,0.000502819919173574,0.00100364141693581,0.00100364141693581,499.177870612238
"171","needed","needed",134,0.000502819919173574,0.00104224300989488,0.00104224300989488,462.886475355107
"172","clients","clients",133,0.000499067531717055,0.000965039823976736,0.000965039823976736,535.881599892598
"173","better","better",132,0.000495315144260536,0.0010551102075479,0.0010551102075479,444.924127600665
"174","story","story",132,0.000495315144260536,0.000977907021629759,0.000977907021629759,517.948378460331
"175","everybody","everybody",131,0.000491562756804017,0.00101650861458883,0.00101650861458883,475.725952343836
"176","goes","goes",130,0.000487810369347497,0.000990774219282783,0.000990774219282783,496.937342413373
"177","thinking","thinking",129,0.000484057981890978,0.000913571033364643,0.000913571033364643,579.979634548681
"178","addict","addict",129,0.000484057981890978,0.000926438231017667,0.000926438231017667,563.980967932079
"179","friend","friend",128,0.000480305594434459,0.00101650861458883,0.00101650861458883,464.831464885581
"180","looking","looking",128,0.000480305594434459,0.000913571033364643,0.000913571033364643,575.483668389389
"181","education","education",128,0.000480305594434459,0.000913571033364643,0.000913571033364643,575.483668389389
"182","talked","talked",128,0.000480305594434459,0.00100364141693581,0.00100364141693581,476.826622674377
"183","early","early",128,0.000480305594434459,0.00090070383571162,0.00090070383571162,592.04350456141
"184","laughs","laughs",127,0.00047655320697794,0.0012223837770372,0.0012223837770372,318.930637888301
"185","them","them",127,0.00047655320697794,0.000836367847446505,0.000836367847446505,681.266037146016
"186","reduction","reduction",127,0.00047655320697794,0.000874969440405574,0.000874969440405574,622.480321570484
"187","heard","heard",127,0.00047655320697794,0.00100364141693581,0.00100364141693581,473.101414684733
"188","young","young",126,0.000472800819521421,0.00093930542867069,0.00093930542867069,535.876307287094
"189","understand","understand",126,0.000472800819521421,0.00101650861458883,0.00101650861458883,457.568473246743
"190","died","died",125,0.000469048432064901,0.0010551102075479,0.0010551102075479,421.329666288509
"191","child","child",124,0.000465296044608382,0.00090070383571162,0.00090070383571162,573.542145043866
"192","name","name",123,0.000461543657151863,0.000874969440405574,0.000874969440405574,602.874642150941
"193","couldn","couldn",122,0.000457791269695344,0.00093930542867069,0.00093930542867069,518.864361024012
"194","says","says",121,0.000454038882238824,0.00090070383571162,0.00090070383571162,559.666125405708
"195","school","high",120,0.000450286494782305,0.00449065198090508,0.00245763475172742,40.8001897580068
"196","high","school",120,0.000450286494782305,0.00245763475172742,0.00449065198090508,40.8001897580068
"197","center","center",120,0.000450286494782305,0.000874969440405574,0.000874969440405574,588.170382586284
"198","great","great",118,0.000442781719869267,0.00090070383571162,0.00090070383571162,545.79010576755
"199","left","left",116,0.000435276944956228,0.000913571033364643,0.000913571033364643,521.532074477884
"200","morning","morning",116,0.000435276944956228,0.000874969440405574,0.000874969440405574,568.564703166741
"201","decided","decided",115,0.000431524557499709,0.000823500649793482,0.000823500649793482,636.323003426274
"202","twelve","twelve",114,0.00042777217004319,0.000823500649793482,0.000823500649793482,630.789759918219
"203","medical","medical",114,0.00042777217004319,0.000759164661528366,0.000759164661528366,742.233512388689
"204","children","children",114,0.00042777217004319,0.000913571033364643,0.000913571033364643,512.540142159299
"205","doesn","doesn",113,0.000424019782586671,0.000823500649793482,0.000823500649793482,625.256516410165
"206","sister","sister",112,0.000420267395130152,0.000874969440405574,0.000874969440405574,548.959023747198
"207","basically","basically",112,0.000420267395130152,0.000913571033364643,0.000913571033364643,503.548209840715
"208","doctor","doctor",112,0.000420267395130152,0.000913571033364643,0.000913571033364643,503.548209840715
"209","meeting","meeting",112,0.000420267395130152,0.000823500649793482,0.000823500649793482,619.723272902111
"210","abuse","abuse",112,0.000420267395130152,0.000784899056834412,0.000784899056834412,682.178587962119
"211","thirty","thirty",110,0.000412762620217113,0.000797766254487435,0.000797766254487435,648.558323358237
"212","rachel","rachel",110,0.000412762620217113,0.000874969440405574,0.000874969440405574,539.156184037427
"213","relationship","relationship",109,0.000409010232760594,0.000784899056834412,0.000784899056834412,663.905947213134
"214","gone","gone",108,0.000405257845304075,0.00090070383571162,0.00090070383571162,499.53670697369
"215","happen","happen",108,0.000405257845304075,0.000823500649793482,0.000823500649793482,597.590298869892
"216","husband","husband",107,0.000401505457847556,0.000887836638058597,0.000887836638058597,509.360575249336
"217","hundred","hundred",107,0.000401505457847556,0.000733430266222319,0.000733430266222319,746.403723841824
"218","though","though",106,0.000397753070391036,0.00069482867326325,0.00069482867326325,823.868838598455
"219","needs","needs",105,0.000394000682934517,0.000772031859181389,0.000772031859181389,661.038157762251
"220","public","public",104,0.000390248295477998,0.000746297463875343,0.000746297463875343,700.675743916502
"221","learned","learned",104,0.000390248295477998,0.000823500649793482,0.000823500649793482,575.457324837674
"222","along","along",103,0.000386495908021479,0.000797766254487435,0.000797766254487435,607.286430053622
"223","narcan","narcan",103,0.000386495908021479,0.000707695870916273,0.000707695870916273,771.705466818553
"224","ended","ended",102,0.000382743520564959,0.000849235045099528,0.000849235045099528,530.703597731205
"225","love","love",102,0.000382743520564959,0.000797766254487435,0.000797766254487435,601.39044529582
"226","nothing","nothing",102,0.000382743520564959,0.000797766254487435,0.000797766254487435,601.39044529582
"227","department","department",101,0.00037899113310844,0.000681961475610227,0.000681961475610227,814.90947180781
"228","medication","medication",101,0.00037899113310844,0.000707695870916273,0.000707695870916273,756.720894647318
"229","hospital","hospital",101,0.00037899113310844,0.000772031859181389,0.000772031859181389,635.855751752261
"230","lived","lived",101,0.00037899113310844,0.000810633452140458,0.000810633452140458,576.739910886404
"231","already","already",100,0.000375238745651921,0.000759164661528366,0.000759164661528366,651.082028411131
"232","taking","taking",99,0.000371486358195402,0.000720563068569296,0.000720563068569296,715.482262592524
"233","today","today",99,0.000371486358195402,0.000784899056834412,0.000784899056834412,602.997144716516
"234","social","social",99,0.000371486358195402,0.000669094277957204,0.000669094277957204,829.790079693105
"235","based","based",99,0.000371486358195402,0.00069482867326325,0.00069482867326325,769.462405860821
"236","needle","needle",99,0.000371486358195402,0.000656227080304181,0.000656227080304181,862.649894459883
"237","almost","almost",99,0.000371486358195402,0.000746297463875343,0.000746297463875343,666.989410074362
"238","brother","brother",98,0.000367733970738883,0.000720563068569296,0.000720563068569296,708.255169030984
"239","world","world",98,0.000367733970738883,0.000746297463875343,0.000746297463875343,660.252143305935
"240","grade","grade",97,0.000363981583282363,0.000720563068569296,0.000720563068569296,701.028075469443
"241","sort","sort",97,0.000363981583282363,0.000681961475610227,0.000681961475610227,782.635829359976
"242","tried","tried",97,0.000363981583282363,0.000746297463875343,0.000746297463875343,653.514876537507
"243","telling","telling",97,0.000363981583282363,0.000681961475610227,0.000681961475610227,782.635829359976
"244","guess","guess",97,0.000363981583282363,0.000772031859181389,0.000772031859181389,610.67334574227
"245","best","best",96,0.000360229195825844,0.000707695870916273,0.000707695870916273,719.259464219233
"246","since","since",96,0.000360229195825844,0.000681961475610227,0.000681961475610227,774.567418748017
"247","sometimes","sometimes",95,0.000356476808369325,0.000836367847446505,0.000836367847446505,509.60845298324
"248","eight","eight",95,0.000356476808369325,0.00069482867326325,0.00069482867326325,738.373015725031
"249","move","move",94,0.000352724420912806,0.000669094277957204,0.000669094277957204,787.881489809615
"250","quite","quite",94,0.000352724420912806,0.000656227080304181,0.000656227080304181,819.08171797201
"251","step","step",93,0.000348972033456287,0.000681961475610227,0.000681961475610227,750.362186912142
"252","duluth","duluth",92,0.000345219645999767,0.000681961475610227,0.000681961475610227,742.293776300183
"253","born","born",92,0.000345219645999767,0.000784899056834412,0.000784899056834412,560.360982968883
"254","asked","asked",92,0.000345219645999767,0.00069482867326325,0.00069482867326325,715.055973123188
"255","smoking","smoking",92,0.000345219645999767,0.000681961475610227,0.000681961475610227,742.293776300183
"256","suboxone","suboxone",92,0.000345219645999767,0.000669094277957204,0.000669094277957204,771.118053856219
"257","anon","anon",92,0.000345219645999767,0.000707695870916273,0.000707695870916273,689.290319876765
"258","drinking","drinking",91,0.000341467258543248,0.000669094277957204,0.000669094277957204,762.736335879521
"259","least","least",91,0.000341467258543248,0.000643359882651157,0.000643359882651157,824.97562088729
"260","anymore","anymore",91,0.000341467258543248,0.000836367847446505,0.000836367847446505,488.151254962893
"261","making","making",91,0.000341467258543248,0.000630492684998134,0.000630492684998134,858.991691885974
"262","gave","gave",91,0.000341467258543248,0.000707695870916273,0.000707695870916273,681.798033791148
"263","programs","programs",91,0.000341467258543248,0.000604758289692088,0.000604758289692088,933.65280770404
"264","again","again",90,0.000337714871086729,0.00069482867326325,0.00069482867326325,699.511278055292
"265","comes","comes",90,0.000337714871086729,0.000669094277957204,0.000669094277957204,754.354617902823
"266","system","system",90,0.000337714871086729,0.00069482867326325,0.00069482867326325,699.511278055292
"267","became","became",89,0.00033396248363021,0.000643359882651157,0.000643359882651157,806.844288560096
"268","police","police",89,0.00033396248363021,0.000656227080304181,0.000656227080304181,775.513541484137
"269","stop","stop",89,0.00033396248363021,0.00069482867326325,0.00069482867326325,691.738930521345
"270","opioid","opioid",89,0.00033396248363021,0.000604758289692088,0.000604758289692088,913.132965776478
"271","class","class",88,0.000330210096173691,0.000643359882651157,0.000643359882651157,797.7786223965
"272","spencer","spencer",88,0.000330210096173691,0.00069482867326325,0.00069482867326325,683.966582987397
"273","room","room",88,0.000330210096173691,0.000656227080304181,0.000656227080304181,766.799906186563
"274","weeks","weeks",88,0.000330210096173691,0.000669094277957204,0.000669094277957204,737.591181949427
"275","finally","finally",88,0.000330210096173691,0.000733430266222319,0.000733430266222319,613.864744841874
"276","hear","hear",88,0.000330210096173691,0.000669094277957204,0.000669094277957204,737.591181949427
"277","married","married",87,0.000326457708717171,0.000720563068569296,0.000720563068569296,628.757139854036
"278","second","second",86,0.000322705321260652,0.000630492684998134,0.000630492684998134,811.794346177954
"279","whether","whether",85,0.000318952933804133,0.000643359882651157,0.000643359882651157,770.58162390571
"280","then","then",85,0.000318952933804133,0.000681961475610227,0.000681961475610227,685.814902016474
"281","model","model",85,0.000318952933804133,0.000656227080304181,0.000656227080304181,740.659000293839
"282","dealing","dealing",85,0.000318952933804133,0.000617625487345111,0.000617625487345111,836.134574550466
"283","gotten","gotten",85,0.000318952933804133,0.000617625487345111,0.000617625487345111,836.134574550466
"284","number","number",85,0.000318952933804133,0.000591891092039065,0.000591891092039065,910.422523518088
"285","course","course",84,0.000315200546347614,0.000669094277957204,0.000669094277957204,704.064310042634
"286","especially","especially",84,0.000315200546347614,0.000617625487345111,0.000617625487345111,826.297697202814
"287","close","close",83,0.000311448158891094,0.000604758289692088,0.000604758289692088,851.573439993795
"288","counselor","counselor",83,0.000311448158891094,0.000656227080304181,0.000656227080304181,723.23172969869
"289","interesting","interesting",83,0.000311448158891094,0.000707695870916273,0.000707695870916273,621.859745106212
"290","hours","hours",83,0.000311448158891094,0.000617625487345111,0.000617625487345111,816.460819855162
"291","certain","certain",83,0.000311448158891094,0.000604758289692088,0.000604758289692088,851.573439993795
"292","sullivan","sullivan",82,0.000307695771434575,0.000630492684998134,0.000630492684998134,774.036469611537
"293","university","university",82,0.000307695771434575,0.000566156696733019,0.000566156696733019,959.94915471968
"294","idea","idea",82,0.000307695771434575,0.000656227080304181,0.000656227080304181,714.518094401115
"295","addicts","addicts",81,0.000303943383978056,0.000617625487345111,0.000617625487345111,796.787065159856
"296","believe","believe",81,0.000303943383978056,0.000669094277957204,0.000669094277957204,678.91915611254
"297","father","father",81,0.000303943383978056,0.000604758289692088,0.000604758289692088,831.053598066233
"298","grew","grew",81,0.000303943383978056,0.000643359882651157,0.000643359882651157,734.318959251324
"299","women","women",80,0.000300190996521537,0.000591891092039065,0.000591891092039065,856.868257428789
"300","with","with",80,0.000300190996521537,0.000540422301426972,0.000540422301426972,1027.85330653023
"301",NA,NA,80,0.000300190996521537,NA,NA,NA
"302","seeing","seeing",80,0.000300190996521537,0.000566156696733019,0.000566156696733019,936.535760702127
"303","clean","clean",80,0.000300190996521537,0.000617625487345111,0.000617625487345111,786.950187812204
"304","bring","bring",80,0.000300190996521537,0.000553289499079995,0.000553289499079995,980.602072860637
"305","figure","figure",79,0.000296438609065018,0.000591891092039065,0.000591891092039065,846.157404210929
"306","clinic","clinic",79,0.000296438609065018,0.000643359882651157,0.000643359882651157,716.187626924131
"307","training","training",79,0.000296438609065018,0.000579023894386042,0.000579023894386042,884.182255461889
"308","everyone","everyone",79,0.000296438609065018,0.000591891092039065,0.000591891092039065,846.157404210929
"309","shit","shit",79,0.000296438609065018,0.000579023894386042,0.000579023894386042,884.182255461889
"310","detox","detox",78,0.000292686221608498,0.000591891092039065,0.000591891092039065,835.446550993069
"311","staff","staff",78,0.000292686221608498,0.000591891092039065,0.000591891092039065,835.446550993069
"312","read","read",78,0.000292686221608498,0.000579023894386042,0.000579023894386042,872.990075013005
"313","important","important",77,0.000288933834151979,0.000591891092039065,0.000591891092039065,824.735697775209
"314","become","become",77,0.000288933834151979,0.000553289499079995,0.000553289499079995,943.829495128363
